battery,item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm,top5_ids,sel_source,sel_target
h17,sport-10-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,123,1,9669,0,0,0,1259.3834,9669 262 11783 20790 257, basketball, cricket
h17,sport-10-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,66,7,262,0,0,0,1100.871,262 4346 9283 22948 257, basketball, cricket
h17,sport-10-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,247,8,4346,0,0,0,1156.9939,4346 9283 262 5701 13126, basketball, cricket
h17,sport-10-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,107,10,262,0,0,0,942.0623,262 12217 25 257 4346, basketball, cricket
h17,sport-10-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,97,53,4346,0,0,0,761.0461,4346 9283 262 9669 11783, cycling, cricket
h17,sport-10-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,11,7,4346,0,0,0,562.4131,4346 22948 12217 9669 262, soccer, tennis
h17,sport-10-output,,tuning,7-8-9,2.0,all,lens,-1,1,35380,18836,1,1,1,997.5721,18836 34761 287 19553 262, football, cricket
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,39,1,4346,0,0,0,589.8206,4346 262 9669 9283 5701, football, cricket
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,26,1,4346,0,0,0,650.9977,4346 262 12217 22948 9283, football, cricket
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,28,1,4346,0,0,0,520.1475,4346 9669 9283 12217 262, football, cricket
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,108,1,4346,0,0,0,893.4419,4346 9283 5701 262 12217, football, cricket
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,20,1,4346,0,0,0,683.8111,4346 9283 262 11783 9669, football, cricket
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,601,5,262,0,0,0,1099.8179,262 257 14899 534 4346, football, cricket
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,125,1,4346,0,0,0,449.8448,4346 262 9669 9283 5701, football, cycling
h17,sport-10-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,80,1,4346,0,0,0,819.059,4346 262 12217 257 9669, football, tennis
h17,sport-11-lens,,heldout,7-8-9,2.0,all,lens,-1,1,29514,16381,1,1,1,493.6445,16381 34845 10419 46825 36762, basketball, wrestling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,1273.7733,262 16381 9669 11783 14899, basketball, wrestling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,24,29,262,0,0,1,1011.6445,262 616 257 11783 9283, basketball, wrestling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,67,1,9669,0,0,0,771.6505,9669 262 4346 50196 4395, basketball, wrestling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,13,3,262,0,0,0,302.6914,262 4346 9669 22948 50196, basketball, wrestling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,16,5,262,0,0,0,1026.8776,262 4346 2491 9283 9669, basketball, wrestling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,60,2,262,0,0,0,1009.5722,262 9669 257 5701 2491, basketball, wrestling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,38,19,22948,0,0,0,453.2517,22948 50196 4346 11783 262, golf, cycling
h17,sport-11-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,615,75,262,0,0,0,612.6279,262 4346 11783 9669 2491, tennis, surfing
h17,sport-11-output,,heldout,7-8-9,2.0,all,lens,-1,1,48383,16381,1,1,1,1296.9691,16381 10419 46825 34845 41758, football, wrestling
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,18,2,262,0,0,0,758.1453,262 4346 257 50196 616, football, wrestling
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,11,1,4346,0,0,0,569.9754,4346 11783 262 9669 2491, football, wrestling
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,14,3,262,0,0,0,698.5201,262 9669 4346 50196 11783, football, wrestling
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,9,2,9669,0,0,0,241.1764,9669 4346 262 11783 12217, football, wrestling
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,7,2,9669,0,0,0,180.029,9669 4346 262 50196 11783, football, wrestling
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,11,6,262,0,0,0,928.3975,262 9669 38581 14899 18553, football, wrestling
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,26,3,262,0,0,0,745.5902,262 22948 4346 14899 50196, football, golf
h17,sport-11-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,398,33,262,0,0,0,1171.5356,262 257 287 38581 11, football, surfing
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,lens,-1,1,35684,49364,1,1,1,611.8795,49364 262 257 523 428, strawberry, mango
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,55,145,262,0,0,1,867.3092,262 257 407 523 616, strawberry, mango
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,11,5,262,0,0,0,783.8841,262 257 616 45540 41236, strawberry, mango
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,115,33,262,0,0,0,996.4954,262 257 407 2192 616, strawberry, mango
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,60,5,262,0,0,0,431.1543,262 257 45540 6029 41236, strawberry, mango
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,134,18,257,0,0,0,361.8115,257 262 281 1682 1444, strawberry, mango
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,43,21,262,0,0,0,967.3841,262 428 257 29036 17180, strawberry, mango
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,117,218,262,0,0,1,860.8201,262 257 616 284 479, grape, banana
h17,fruit-00-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,1272,87,257,0,0,0,842.4208,257 262 1444 407 1464, cherry, apple
h17,fruit-00-output,,tuning,7-8-9,2.0,all,lens,-1,1,35684,49364,1,1,1,611.8795,49364 262 257 523 428, strawberry, mango
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,30,19,262,0,0,0,320.342,262 257 407 616 6029, strawberry, mango
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,16,12,262,0,0,0,559.9508,262 257 45540 1444 407, strawberry, mango
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,115,33,262,0,0,0,996.4954,262 257 407 2192 616, strawberry, mango
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,60,5,262,0,0,0,431.1543,262 257 45540 6029 41236, strawberry, mango
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,134,18,257,0,0,0,361.8115,257 262 281 1682 1444, strawberry, mango
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,43,21,262,0,0,0,967.3841,262 428 257 29036 17180, strawberry, mango
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,967,1366,262,0,0,1,1386.9102,262 257 465 1737 2192, strawberry, grape
h17,fruit-00-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,299,53,262,0,0,0,792.8876,262 257 1444 616 407, strawberry, cherry
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,lens,-1,1,42819,47565,1,1,1,546.0976,47565 262 257 33230 613, strawberry, peach
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,71,34,262,0,0,0,606.7297,262 257 616 6029 45540, strawberry, peach
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,398,66,262,0,0,0,768.92,262 257 284 326 616, strawberry, peach
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,189,12,262,0,0,0,808.1981,262 257 25 4713 6029, strawberry, peach
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,51,11,262,0,0,0,718.6489,262 257 407 6029 45540, strawberry, peach
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,421,64,262,0,0,0,792.256,262 257 6029 287 407, strawberry, peach
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,12,52,262,0,0,1,797.8899,262 257 407 6029 428, strawberry, peach
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,66,87,262,0,0,1,861.2665,262 257 284 616 511, grape, banana
h17,fruit-01-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,116,37,262,0,0,0,793.9014,262 257 407 6029 29036, strawberry, cherry
h17,fruit-01-output,,heldout,7-8-9,2.0,all,lens,-1,11,13,262,0,0,1,681.4056,262 257 6029 29036 41236, pineapple, peach
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,100,223,262,0,0,1,963.4553,262 257 1682 1444 655, pineapple, peach
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,40,6,262,0,0,0,671.7303,262 257 8234 6029 35484, pineapple, peach
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,50,4,262,0,0,0,82.4515,262 257 6029 45540 407, pineapple, peach
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,33,9,262,0,0,0,265.5941,262 257 6029 29036 49364, pineapple, peach
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,304,91,262,0,0,0,1020.2516,262 257 407 530 616, pineapple, peach
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,33,13,262,0,0,0,345.7424,262 257 6029 407 616, pineapple, peach
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,192,169,262,0,0,0,1371.6232,262 257 407 2192 530, pineapple, grape
h17,fruit-01-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,27,41,262,0,0,1,561.4911,262 257 326 407 35842, pineapple, cherry
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,lens,-1,2,47270,314,1,0,1,1152.2997,314 45540 23076 383 317, strawberry, pineapple
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,6702,8113,314,0,0,1,782.8646,314 317 22826 632 383, strawberry, pineapple
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,11587,7021,314,0,0,0,699.3435,314 383 317 366 775, strawberry, pineapple
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,5594,1259,314,0,0,0,800.3381,314 383 317 632 1002, strawberry, pineapple
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,4717,2029,314,0,0,0,911.0657,314 22826 383 42611 317, strawberry, pineapple
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,9013,8715,314,0,0,0,606.1544,314 317 22826 383 2011, strawberry, pineapple
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,2795,4028,314,0,0,1,514.0834,314 383 317 22826 40058, strawberry, pineapple
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,11012,3441,314,0,0,0,1472.1891,314 22826 317 383 632, banana, plum
h17,fruit-02-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,2961,1248,314,0,0,0,445.8887,314 383 22826 317 632, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,lens,-1,14967,2330,314,0,0,0,2028.6871,314 383 317 3363 4196, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,2722,1643,314,0,0,0,1306.1627,314 383 317 632 1119, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,4013,1678,314,0,0,0,581.2925,314 383 317 2011 1002, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,2420,446,314,0,0,0,669.4641,314 22826 317 383 632, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,3973,704,314,0,0,0,548.0156,314 22826 383 317 632, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,3463,1161,314,0,0,0,344.3641,314 383 22826 317 632, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,2961,1248,314,0,0,0,445.8887,314 383 22826 317 632, apple, strawberry
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,3319,1259,314,0,0,0,1069.7625,314 22826 317 383 2011, apple, banana
h17,fruit-02-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,2961,1248,314,0,0,0,445.8887,314 383 22826 317 632, apple, strawberry
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,lens,-1,1,48585,49364,1,1,1,637.0117,49364 262 257 465 523, strawberry, mango
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,46,5,262,0,0,0,674.0164,262 257 47565 613 41236, strawberry, mango
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,25,4,262,0,0,0,659.4644,262 257 6029 41236 45540, strawberry, mango
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,88,16,262,0,0,0,996.3257,262 257 607 635 705, strawberry, mango
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,30,4,262,0,0,0,431.2087,262 257 45540 41236 705, strawberry, mango
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,105,5,257,0,0,0,360.3944,257 262 281 1444 41236, strawberry, mango
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,37,9,262,0,0,0,967.8464,262 257 17180 29036 479, strawberry, mango
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,105,136,262,0,0,1,860.9914,262 257 607 705 284, grape, banana
h17,fruit-03-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,984,60,257,0,0,0,842.1495,257 262 1444 1043 1690, cherry, apple
h17,fruit-03-output,,heldout,7-8-9,2.0,all,lens,-1,1,48585,49364,1,1,1,637.0117,49364 262 257 465 523, strawberry, mango
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,95,27,262,0,0,0,870.2684,262 257 607 783 635, strawberry, mango
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,17,18,262,0,0,1,537.2924,262 257 6029 1444 635, strawberry, mango
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,88,16,262,0,0,0,996.3257,262 257 607 635 705, strawberry, mango
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,30,4,262,0,0,0,431.2087,262 257 45540 41236 705, strawberry, mango
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,105,5,257,0,0,0,360.3944,257 262 281 1444 41236, strawberry, mango
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,37,9,262,0,0,0,967.8464,262 257 17180 29036 479, strawberry, mango
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,988,1149,257,0,0,1,1387.4861,257 262 465 281 1737, strawberry, grape
h17,fruit-03-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,152,33,262,0,0,0,793.3051,262 257 465 1444 607, strawberry, cherry
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,lens,-1,1,36204,49364,1,1,1,623.6133,49364 262 257 465 635, strawberry, mango
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,97,409,257,0,0,1,1350.4919,257 262 607 783 300, strawberry, mango
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,34,7,262,0,0,0,344.004,262 257 465 705 635, strawberry, mango
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,77,29,262,0,0,0,996.4431,262 257 705 465 635, strawberry, mango
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,23,5,262,0,0,0,432.3396,262 257 45540 465 41236, strawberry, mango
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,80,10,257,0,0,0,360.1823,257 262 281 465 1444, strawberry, mango
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,26,11,262,0,0,0,967.3828,262 257 17180 45540 479, strawberry, mango
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,103,149,257,0,0,1,860.678,257 262 465 479 284, grape, banana
h17,fruit-04-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,843,52,257,0,0,0,842.2231,257 262 1444 465 366, cherry, apple
h17,fruit-04-output,,tuning,7-8-9,2.0,all,lens,-1,3,39,262,1,0,1,622.3847,262 257 49364 6029 465, pineapple, mango
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,68,93,262,0,0,1,772.4294,262 257 465 12498 12379, pineapple, mango
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,150,230,262,0,0,1,1498.9728,262 257 279 465 350, pineapple, mango
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,61,3,262,0,0,0,668.9613,262 257 45540 1444 465, pineapple, mango
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,114,10,262,0,0,0,605.0837,262 257 465 8234 407, pineapple, mango
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,13,5,262,0,0,0,497.9095,262 257 465 705 45540, pineapple, mango
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,7,3,262,0,0,0,592.1411,262 257 45540 279 465, pineapple, mango
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,199,209,262,0,0,1,1370.2556,262 257 407 635 465, pineapple, grape
h17,fruit-04-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,41,28,257,0,0,0,560.9286,257 262 281 465 326, pineapple, cherry
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,lens,-1,1,27018,49364,1,1,1,618.3572,49364 262 257 523 407, strawberry, mango
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,427,285,257,0,0,0,1045.0425,257 262 407 616 523, strawberry, mango
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,175,33,257,0,0,0,620.1147,257 262 523 407 616, strawberry, mango
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,117,102,257,0,0,0,997.2217,257 262 407 616 1223, strawberry, mango
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,85,39,262,0,0,0,434.0919,262 257 6029 407 616, strawberry, mango
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,285,100,257,0,0,0,365.8824,257 262 407 523 6029, strawberry, mango
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,62,106,262,0,0,1,969.7665,262 257 523 6029 407, strawberry, mango
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,131,164,262,0,0,1,1607.7903,262 257 6029 616 407, grape, plum
h17,fruit-05-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,480,164,257,0,0,0,797.0605,257 262 523 407 845, strawberry, cherry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,lens,-1,27018,1,49364,0,0,0,618.3572,49364 262 257 523 407, mango, strawberry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,62,26,262,0,0,0,694.269,262 257 6029 616 845, mango, strawberry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,60,95,257,0,0,1,670.9783,257 262 523 1444 616, mango, strawberry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,426,67,262,0,0,0,962.8403,262 257 407 530 6029, mango, strawberry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,148,64,262,0,0,0,951.0121,262 257 523 2192 465, mango, strawberry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,100,285,257,0,0,1,365.8824,257 262 407 523 6029, mango, strawberry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,106,62,262,0,0,0,969.7665,262 257 523 6029 407, mango, strawberry
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,1089,1651,262,0,0,1,1111.4613,262 257 523 922 407, mango, grape
h17,fruit-05-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,106,62,262,0,0,0,969.7665,262 257 523 6029 407, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,lens,-1,18504,1,49364,0,0,0,630.1812,49364 3091 1402 1588 1263, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,3346,2741,1256,0,0,0,275.5438,1256 649 1178 1402 1588, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,1646,2261,1310,0,0,1,377.274,1310 1402 3236 1588 3091, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,11051,2712,1402,0,0,0,969.3345,1402 1178 1643 1310 1808, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,3853,956,1402,0,0,0,947.1083,1402 649 1256 1178 845, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,1148,3108,3091,0,0,1,367.5868,3091 1402 1178 1310 1588, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,1098,718,3091,0,0,0,970.3602,3091 1310 649 1402 1256, mango, strawberry
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,808,5667,3155,0,0,1,864.3153,3155 1256 1178 1263 649, grape, banana
h17,fruit-06-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,1639,600,1402,0,0,0,692.7705,1402 3091 1310 3348 649, strawberry, plum
h17,fruit-06-output,,tuning,7-8-9,2.0,all,lens,-1,1,50143,49364,1,1,1,1913.8848,49364 1862 4713 29981 3275, banana, mango
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,1601,216,1402,0,0,0,624.1722,1402 1588 1310 3236 1263, banana, mango
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,3260,580,1256,0,0,0,962.7305,1256 1310 366 1402 1588, banana, mango
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,1212,342,3091,0,0,0,260.9763,3091 1402 649 1588 1263, banana, mango
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,2372,192,1402,0,0,0,595.6321,1402 1588 1310 3091 649, banana, mango
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,1619,228,1256,0,0,0,965.9437,1256 3091 3236 649 922, banana, mango
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,1006,181,1402,0,0,0,387.3578,1402 1588 1178 1310 3091, banana, mango
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,5667,808,3155,0,0,0,864.3152,3155 1256 1178 1263 649, banana, grape
h17,fruit-06-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,1584,262,1588,0,0,0,904.1634,1588 4286 890 845 1402, banana, strawberry
h17,fruit-07-lens,,heldout,7-8-9,2.0,all,lens,-1,1,44501,49364,1,1,1,667.8662,49364 717 749 691 530, strawberry, mango
h17,fruit-07-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,71,39,8234,0,0,0,520.2802,8234 530 6029 749 691, strawberry, mango
h17,fruit-07-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,1203,90,530,0,0,0,887.8662,530 749 8234 717 1266, strawberry, mango
